LON,LAT,EDO,ESTACION,CLAVE,46023.0
-98.420833,18.921111,PUE,"Atlixco, Pue.",ATXPB,0.6
-97.536667,17.726111,OAX,"Santiago Teotongo, Oax.",STTOX,0.6
-106.536944,21.629722,NAY,"Islas Marías, Nay. SEMAR*",ISLASMARIASmar,0.5
-112.272778,27.337778,BCS,"Observatorio de Santa Rosalía, B.C.S.",SRLBS,0.5
-100.664444,18.359444,GRO,"Ciudad Altamirano, Gro.",CALGR,0.5
-99.1875,23.730278,TAMPS,"Ciudad Victoria, Tamps.",CVTTP,0.5
-99.298611,19.406667,MEX,"Caída del Borracho, Méx.",CDBMX,0.5
-99.093056,23.031389,TAMPS,"Sabinas, Tamps.",SBNTP,0.5
-99.126389,19.365278,DF,"Planta de bombeo Municipio Libre, Cd. de Méx.",PMLDF,0.5
-98.869444,22.784444,TAMPS,"Saca de Agua, Tamps.",SDATP,0.5
-99.163889,19.468889,DF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",PSNDF,0.5
-99.026111,22.843056,TAMPS,"Río Frío, Tamps.",RFRTP,0.5
-99.816667,24.1,NL,"Aramberri, N.L.",ARRNL,0.5
-100.658333,18.350556,GRO,"Ciudad Altamirano, Gro. SMN*",CA2GR,0.5
-98.928056,18.948889,MOR,"Atlatlahucan, Mor.",ATLMR,0.5
-115.27,32.39,BC,"Mexicali, B.C.",MXCBN,0.4
-97.7525,18.878889,PUE,"Tecamachalco, Pue.",TECPB,0.4
-101.661111,19.926111,MICH,"Aristeo Mercado, Mich.",AMEMC,0.4
-101.616944,19.542778,MICH,"Pátzcuaro, Mich.",PTZMC,0.4
-99.145556,22.986944,TAMPS,"Ahualulco, Tamps.",AHLTP,0.4
-98.586389,25.1175,TAMPS,"Mendez, Tamps.",MENTP,0.4
-101.474722,21.068056,GTO,"Comanjilla, Gto.",COMGJ,0.4
-100.478611,18.171944,GRO,"San Cristóbal, Gro. CFE*",SCRISTOBALCFE,0.4
-93.034167,16.742778,CHIS,"Cañón del Sumidero, Chis. CFE*",SUMIDEROCFE,0.4
-98.655278,19.118611,MEX,"Altzomoni, Méx. SMN*",ALTZOMONI,0.4
-99.120556,22.852778,TAMPS,"La Servilleta, Tamps.",LSRTP,0.3
-98.135833,18.9425,PUE,"Africam, Pue.",AFRPB,0.3
-97.958333,18.968889,PUE,"Cemex, Pue.",CEMPB,0.3
-92.925278,16.108333,CHIS,"El Dorado, Chis. CFE*",DORADOCFE,0.3
-104.105833,21.196944,JAL,"Ing. Alfredo Elías Ayub, Jal.",PLYJL,0.3
-97.844167,22.283889,TAMPS,"Madero, Tamps.",MDRTP,0.3
-99.208333,19.155556,DF,"Caseta Forestal, Cd. de Méx.",CFSDF,0.3
-99.097222,19.455833,DF,"Planta Generadora 101, Cd. de Méx.",PGNDF,0.3
-99.131389,19.431111,DF,"Gobierno de la Ciudad de México, Cd. de Méx.",DDFDF,0.3
-99.068333,19.420278,DF,"Planta de bombeo López Mateos, Cd. de Méx.",PLMDF,0.3
-99.119444,19.486667,DF,"Planta de bombeo Lindavista, Cd. de Méx.",PBLDF,0.3
-99.084722,19.440833,DF,"Tanque Peñón, Cd. de Méx.",TPNDF,0.3
-99.171667,19.453333,DF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",CBIDF,0.3
-98.885,19.485833,MEX,"Chapingo, Méx. SEGIAGUA*",CHAPINGODF,0.3
-99.077778,19.4775,DF,"San Juan de Aragón CRAE OCAVM, Cd. de Méx. SEGIAGUA*",CRAEOCAVM,0.3
-92.898611,15.996389,CHIS,"Juan Sabines, Chis.",JSBCP,0.2
-93.384444,16.0675,CHIS,"Monterrey, Chis. CFE*",MONTERREYCFE,0.2
-98.742778,23.725556,TAMPS,"Paso de Molina, Tamps. SGT*",PASOMOLINA,0.2
-98.666389,23.959444,TAMPS,"Vicente Guerrero, Tamps.",VGRTP,0.1
-93.079167,16.158333,CHIS,"Revolución Mexicana, Chis.",REVCP,0.1
-101.883333,18.266667,MICH,"Infiernillo, Mich.",INFMC,0.1
-105.218333,20.593333,JAL,"Cuale, Jal.",CULJL,0.1
-102.180278,18.048333,MICH,"José María Morelos y Pavón, Mich.",VILMC,0.1
-99.091667,19.478056,DF,"km 6+250, Cd. de Méx.",GCNDF,0.1
-98.8,18.7,MOR,"Jonacatepec, Mor.",JNCMR,0.1
-94.816667,16.583333,OAX,"Chicapa, Oax.",CHIOX,0.1
-96.374444,19.364722,VER,"Cardel, Ver.",CRDVC,0.1
-99.181944,19.743056,MEX,"Puente Colgante, Méx.",PCGMX,0.0
-99.1375,19.516667,DF,"Campamento Amealco, Cd. de Méx.",CEADF,0.0
-96.333333,19.15,VER,"Manlio Fabio Altamirano, Ver.",MFAVC,0.0
-98.912222,19.543611,MEX,"Atenco, Méx.",ATEMX,0.0
-99.221667,24.992778,NL,"La Pamona, N.L.",PAMNL,0.0
-99.219167,18.908889,MOR,"Observatorio de Cuernavaca, Mor.",OBSMR,0.0
-95.1,16.583333,OAX,"Ixtepec, Oax.",IXTOX,0.0
-99.066667,19.466667,DF,"San Juan de Aragón, Cd. de Méx.",SJADF,0.0
-103.396667,18.967222,JAL,"Solidaridad, Jal.",TRJCM,0.0
-99.025,18.441389,MOR,"Huautla, Mor.",HUTMR,0.0
-98.75,18.813333,MOR,"Tlacotepec, Mor.",TLOMR,0.0
-99.420833,18.990833,MEX,"Ocuilán de Arteaga, Méx",OCUMX,0.0
-92.260556,14.908056,CHIS,"Tapachula, Chis.",TAPCP,0.0
-99.050556,18.899167,MOR,"Yautepec, Mor.",YAHMR,0.0
-103.867778,18.911667,COL,"Tecomán, Col.",TCMCM,0.0
-98.925556,26.204722,TAMPS,"Marte Rodolfo Gómez, Tamps.",MRGTP,0.0
-105.628889,28.166111,CHIH,"Las Vírgenes, Chih.",FIMCH,0.0
-100.762222,21.849722,SLP,"Ojo Caliente, S.L.P.",OCTSL,0.0
-99.2,18.9,MOR,"Cuernavaca, Mor.",CUEMR,0.0
-104.566667,19.233333,JAL,"Cihuatlán, Jal.",CIHJL,0.0
-99.233611,26.408889,TAMPS,"Derivadora Las Blancas, Tamps.",LBLTP,0.0
-100.820556,21.88,SLP,"Valentín Gama, S.L.P.",IVGSL,0.0
-98.943611,19.038056,MOR,"Tlacualera, Mor.",TLCMR,0.0
-99.306111,18.487778,MOR,"Tilzapotla, Mor.",TILMR,0.0
-99.104722,18.106944,GRO,"Atenango del Río, Gro. CFE*",ATENANGOCFE,0.0
-99.516944,17.920833,GRO,"San Juan Tetelcingo, Gro. CFE*",SJTETELCINGOCFE,0.0
-99.273611,18.503889,MOR,"Emiliano Zapata, Mor.",EZPMR,0.0
-98.916111,26.242222,TAMPS,"Marte R. Gómez, Tamps.",MGOTP,0.0
-97.492222,17.513333,OAX,"Teposcolula, Oax.",TEPOX,0.0
-96.544722,15.739167,OAX,"Tonameca, Oax.",TNMOX,0.0
-98.5975,26.238056,TAMPS,"S J 2 18 Ciudad Díaz Ordaz, Tamps.",CDOTP,0.0
-99.156944,18.771111,MOR,"Progreso, Mor.",PROMR,0.0
-98.735,17.777222,GRO,"Olinalá, Gro.",OLNGR,0.0
-98.275556,18.966111,PUE,"Echeverría, Pue.",ECHPB,0.0
-94.216111,16.4025,OAX,"Zanatepec, Oax.",ZANOX,0.0
-95.6,16.416667,OAX,"Tequisistlán, Oax.",TEQOX,0.0
-92.778889,16.401389,CHIS,"Doctor Belisario Domínguez, Chis.",ANGCP,0.0
-98.911111,19.530556,MEX,"San Andrés, Méx.",SADMX,0.0
-97.441667,18.987222,PUE,"Ciudad Serdán, Pue.",CDSPB,0.0
-99.1125,19.407778,DF,"Ciudad Deportiva, Cd. de Méx.",CDVDF,0.0
-98.6,17.5,GRO,"Tlapa, Gro.",TLPGR,0.0
-99.526389,17.1675,GRO,"Tierra Colorada, Gro.",TCOGR,0.0
-99.55,18.349722,GRO,"Iguala, Gro.",IGLGR,0.0
-99.190556,18.918333,MOR,"Solidaridad, Mor.",SLDMR,0.0
-98.781667,18.936667,MOR,"Huecahuaxco, Mor.",HUXMR,0.0
-99.400833,18.459444,GRO,"Buena Vista, Gro.",BVSGR,0.0
-98.264722,18.2,PUE,"Piaxtla, Pue.",PIXPB,0.0
-104.320278,20.036111,JAL,"Tacotán, Jal.",TCTJL,0.0
-99.072778,18.971389,MOR,"Tepoztlán, Mor.",TPZMR,0.0
-99.332778,18.3025,GRO,"Huitzuco, Gro.",HTZGR,0.0
-93.529167,15.875,CHIS,"Tres Picos, Chis.",TPICP,0.0
-92.402778,14.997222,CHIS,"Huehuetán, Chis.",HUECP,0.0
-99.976389,17.789722,GRO,"Tlacotepec, Gro.",TLAGR,0.0
-101.116667,29.15,COAH,"Cabeceras, Coah.",CBRCL,0.0
-98.791389,22.943889,TAMPS,"Lic. Emilio Portes Gil, Tamps.",SLZTP,0.0
-102.774167,19.287778,JAL,"Constitución de Apatzingán, Jal.",CHLMC,0.0
-95.929167,16.647222,OAX,"Boquilla 1, Oax.",BOQOX,0.0
-114.729444,32.703889,BC,"Presa derivadora Morelos, B.C.",PDMBN,0.0
-99.057778,19.433333,DF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",PBCDF,0.0
-98.540278,18.772222,PUE,"Huaquechula, Pue.",HQCPB,0.0
-99.190278,18.528889,MOR,"Xicatlacotla, Mor.",XICMR,0.0
-102.464167,22.188611,AGS,"Cincuenta Aniversario, Ags.",ANVAG,0.0
-102.676944,21.9975,AGS,"La Codorniz, Ags.",CDRAG,0.0
-97.826111,17.724444,OAX,"Yosocuta, Oax.",YOSOX,0.0
-94.833333,16.45,OAX,"Unión Hidalgo, Oax.",UHGOX,0.0
-97.776111,17.806667,OAX,"Huajuapan de León, Oax.",HDLOX,0.0
-92.883333,15.45,CHIS,"Mapastepec, Chis.",MAPCP,0.0
-98.691667,22.605,TAMPS,"Estudiante Ramiro Caballero Dorantes, Tamps.",ERCTP,0.0
-98.579167,18.516111,PUE,"Chietla, Pue.",CHIPB,0.0
-100.472778,17.139444,GRO,"San Jerónimo, Gro.",SJEGR,0.0
-98.488333,17.903889,GRO,"Xochihuehuetlán, Gro.",XXHGR,0.0
-99.235,16.76,GRO,"Las Vigas, Gro.",LDGGR,0.0
-98.883333,26.166667,TAMPS,"S J 2 9 Reynosa, Tamps.",RYNTP,0.0
-99.1375,19.469722,DF,"Avenida Cien Metros, Cd. de Méx.",CMTDF,0.0
-92.731389,15.365556,CHIS,"Cacaluta, Chis.",CACCP,0.0
-99.424167,18.608333,MOR,"Huajintlán, Mor.",HUAMR,0.0
-102.865556,19.210833,MICH,"Los Olivos, Mich.",LOLMC,0.0
-99.223611,18.856944,MOR,"Temixco, Mor.",TEMMR,0.0
-99.331389,18.765278,MOR,"El Rodeo, Mor.",RODMR,0.0
-92.804167,16.552778,CHIS,"Acala, Chis.",ACACP,0.0
-95.700556,16.010833,OAX,"Astata, Oax.",ASTOX,0.0
-99.175833,17.608611,GRO,"Chilapa, Gro.",CHLGR,0.0
-99.100278,19.379167,DF,"Planta de bombeo Aculco, Cd. de Méx.",PBADF,0.0
-98.917222,19.578889,MEX,"La Grande, Méx.",GRDMX,0.0
-92.479167,16.308333,CHIS,"Cascajal, Chis.",CASCP,0.0
-94.4,16.5,OAX,"Ostuta, Oax.",OSTOX,0.0
-93.056389,16.4525,CHIS,"Santo Domingo, Chis.",SDOCP,0.0
-98.285833,26.079722,TAMPS,"S J 3 42 Reynosa, Tamps.",RYATP,0.0
-96.733333,17.066667,OAX,"Oaxaca Centro, Oax.",OACOX,0.0
-95.2,16.3,OAX,"Tehuantepec, Oax.",TEHOX,0.0
-109.708333,23.118889,BCS,"San José del Cabo, B.C.S.",SJCBS,0.0
-97.395556,18.479167,PUE,"Tehuacán, Pue.",TEHPB,0.0
-98,25.966667,TAMPS,"Río Bravo, Tamps.",RIBTP,0.0
-92.95,15.495833,CHIS,"El Novillero, Chis.",ELNCP,0.0
-99.283056,19.4525,MEX,"Totolica hidrométrica, Méx.",TTLMX,0.0
-95.3,16.4,OAX,"Las Pilas, Oax.",LPIOX,0.0
-99.4,18.7,MOR,"Miacatlán, Mor.",MIAMR,0.0
-99.09,19.484167,DF,"Coyol, Cd. de Méx.",CYLDF,0.0
-97.776111,17.806667,OAX,"Observatorio de Huajuapan de León, Oax.",HLOOX,0.0
-115.15,32.411111,BC,"Observatorio de Ejido Nuevo León, B.C.",ENLBN,0.0
-98.456111,19.101111,PUE,"Huejotzingo, Pue.",HJTPB,0.0
-95.2,16.6,OAX,"km 33+190, Oax.",KM1OX,0.0
-96.613889,19.022222,VER,"Villa Tejeda, Ver.",VTEVC,0.0
-99.466111,18.295833,GRO,"Valerio Trujano, Gro.",VTRGR,0.0
-99.040833,26.374167,TAMPS,"S J 1 2 Miguel Alemán, Tamps.",MGATP,0.0
-93.216667,15.691667,CHIS,"Pijijiapan, Chis.",PIJCP,0.0
-98.745833,23.726667,TAMPS,"Paso de Molina, Tamps.",PDMTP,0.0
-99.516667,17.233333,GRO,"El Ocotito, Gro.",EOCGR,0.0
-98.948889,18.808611,MOR,"Cuautla, Mor.",CUAMR,0.0
-98.8,26.25,TAMPS,"S J 2 11 Camargo, Tamps.",CMGTP,0.0
-95.397778,16.445556,OAX,"Presidente Benito Juárez, Oax.",JDMOX,0.0
-95.716667,16.416667,OAX,"km 51+740, Oax.",KM2OX,0.0
-96.7,17.001389,OAX,"Observatorio de Aeropuerto Oaxaca, Oax.",OAOOX,0.0
-98.884722,19.483333,MEX,"Chapingo, Méx.",CHPMX,0.0
-102.705,21.037222,JAL,"El Salto, Jal.",ESLJL,0.0
-114.85,31.033333,BC,"Observatorio de San Felipe, B.C.",SFLBN,0.0
-99.2,18.6,MOR,"Jojutla, Mor.",JOJMR,0.0
-96.647222,19.320278,VER,"Carrizal, Ver.",CRRVC,0.0
-99.031389,18.923333,MOR,"Oacalco, Mor.",OACMR,0.0
-99.995556,17.947778,GRO,"Ing. Carlos Ramírez Ulloa, Gro.",ECAGR,0.0
-99.1,16.949444,GRO,"Ayutla, Gro.",AYUGR,0.0
-97.91,18.735,PUE,"San Miguel Canoa, Pue.",SMCPB,0.0
-99.133889,19.403333,DF,"Marcos Carrillo, Cd. de Méx.",MCRDF,0.0
-99.158611,18.883611,MOR,"Instituto Mexicano de Tecnología del Agua, Mor. SMN*",IMTMR,0.0
-99.098889,19.385556,DF,"Tezontle, Cd. de Méx. SMN*",TEZDF,0.0
-98.843611,18.596389,MOR,"Tepalcingo, Mor.",TPLMR,0.0
-99.482778,16.796389,GRO,"San Marcos, Gro.",SNMGR,0.0
-99.661944,18.245278,GRO,"Cocula, Gro.",COCGR,0.0
-98.055,18.277222,PUE,"Acatlán de Osorio, Pue.",ADOPB,0.0
-100.665833,23.6475,SLP,"Matehuala, S.L.P. SMN*",MA2SL,0.0
-98.983056,22.744444,TAMPS,"Ciudad Mante, Tamps. SMN*",CIUDADMANTE,0.0
-96.488889,19.338889,VER,"Tamarindo, Ver.",TAMVC,0.0
-97.249167,17.436667,OAX,"Nochixtlán, Oax. SMN*",NOCHISTLAN,0.0
-99.524167,18.360278,GRO,"Iguala, Gro. SMN*",IGUALA,0.0
-99.078889,18.950833,MOR,"Tepoztlán, Mor. SMN*",TEPOZTLAN,0.0
-95.374444,16.434722,OAX,"El Marqués, Oax.",EMAOX,0.0
-104.450833,21.428333,NAY,"Leonardo Rodríguez Alcaine, Nay.",CJNNR,0.0
-99.238333,19.453611,MEX,"El Molinito Río Hondo, Méx.",EMOMX,0.0
-93.906111,16.2425,CHIS,"Cred Arriaga, Chis. PC*",CREDARRIAGA,0.0
-100.240278,25.856944,NL,"Radiosondeo, Monterrey N.L. SGT*",RADIOSONDEOMTY,0.0
-92.325278,15.173889,CHIS,"Finca Hamburgo, Chis.",FHACP,0.0
-102.806389,21.133333,JAL,"Zapotillo, Jal.",ZPOJL,0.0
-97.653333,18.250833,OAX,"San Sebastian Frontera, Oax.",SSFOX,0.0
-99.1,18.691667,MOR,"Temilpa, Mor.",TMPMR,0.0
-99.3875,18.731389,MOR,"Vista Alegre, Mor.",VIAMR,0.0
-98.83,18.638333,MOR,"Tepalcingo Bachillerato, Mor.",TEBMR,0.0
-98.954167,18.828611,MOR,"Cuautla SMN, Mor.",CUSMR,0.0
-99.180278,18.573889,MOR,"Higuerón, Mor.",HIGMR,0.0
-98.164722,18.612778,PUE,"Coatzingo, Pue.",COAPB,0.0
-98.777222,18.451944,PUE,"Teotlalco, Pue.",TELPB,0.0
-102.205833,18.023056,MICH,"Melchor Ocampo L.C., Mich.",MLCMC,0.0
-99.004722,18.727222,MOR,"Moyotepec, Mor.",MYOMR,0.0
-95.226667,16.161944,OAX,"Observatorio de Salina Cruz, Oax. SMN*",SALINACRUZob,0.0
-100.018056,16.958333,GRO,"Laguna de Coyuca, Gro.",LDCGR,0.0
-99.369167,17.471111,GRO,"Mochitlán, Gro.",MCHGR,0.0
-92.2675,15.333333,CHIS,"Motozintla, Chis. SGT*",MOTOZINTLA,0.0
-99.433333,18.8675,MOR,"Palpan, Mor.",PAPMR,0.0
-100.745833,20.577778,GTO,"San Miguel Octopan, Gto.",SMOGJ,0.0
-98.72,18.039722,PUE,"Ixcamilpa, Pue. CFE*",IXCAMILPACFE,0.0
-98.888333,18.020833,GRO,"Papalutla, Gro. CFE*",PAPALUTLACFE,0.0
-99.5,17.55,GRO,"Observatorio de Chilpancingo, Gro. SMN*",CHILPANCINGOob,0.0
-96.411111,19.261389,VER,"Loma Fina, Ver.",LOFVC,0.0
-99.047222,19.442222,DF,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA*",CHAPLAGO,0.0
-97.920833,18.854167,PUE,"Ahuatepec, Pue.",AHAPB,0.0
-98.758611,18.8825,MOR,"Ocuituco, Mor.",OCTMR,0.0
-99.322778,18.633333,MOR,"Puente de Ixtla, Mor.",PIXMR,0.0
-96.74,17.164167,OAX,"Benito Juárez, Oax. SMN*",BJUAREZ,0.0
-91.229167,17.289722,TAB,"Cañón Usumacinta, Tab. SMN*",CUSUMACINTA,0.0
-99.169167,21.499167,QRO,"Sierra Gorda 1, Qro. SMN*",SGORDAI,0.0
-109.424444,23.445278,BCS,"Cabo Pulmo, B.C.S. SMN*",CPULMO,0.0
-99.4675,18.795833,MEX,"Colonia Hidalgo, Méx.",CHDMX,0.0
-100.377222,21.352778,GTO,"Paso de Vaqueros, Gto.",VAQGJ,0.0
-99.440556,18.861389,MEX,"Alameda 1, Méx. FENIX*",ALAMEDA1,0.0
-99.551111,24.566667,TAMPS,"Victoria San Marcos, Tamps.",VSMTP,0.0
-98.873056,19.284722,MEX,"San Luis Chalco, Méx. SEGIAGUA*",SLCHALCO,0.0
-92.938056,15.881944,CHIS,"Finca Cuxtepeques hidrométrica, Chis. SGT*",CUXTEPEQUESHM,0.0
-98.710278,18.876389,MOR,"Tetela del Volcán, Mor.",TETMR,0.0
-99.250278,18.611111,MOR,"Tequesquitengo, Mor.",TQGMR,0.0
-98.513333,17.6225,GRO,"Ixcateopan de Tlapa, Gro.",IXTGR,0.0
-98.285,19.016667,PUE,"Acatepec, Pue.",ACAPB,0.0
-97.430556,18.468889,PUE,"Teopilco, Pue.",TETPB,0.0
-102.785,24.563056,DGO,"El Tigre, Dgo.",TGRDR,0.0
-99.042778,18.580278,MOR,"San Pablo Hidalgo, Mor.",SPHMR,0.0
-95.481389,16.585278,OAX,"Río Hondo, Oax.",RHOOX,0.0
-97.819167,17.746389,OAX,"San Francisco Yosocuta, Oax.",FOYOX,0.0
-97.720556,17.533611,OAX,"San Antonino Monte Verde, Oax.",AMTOX,0.0
-98.1425,17.501389,OAX,"Silacayoápam, Oax.",SLAOX,0.0
-97.808333,17.654444,OAX,"Heroica Villa Tezoatlán de Segura y Luna, Oax.",TSLOX,0.0
-98.389444,17.755278,OAX,"Zapotitlán Lagunas, Oax.",ZALOX,0.0
-98.278333,17.532778,OAX,"Calihualá, Oax.",CALOX,0.0
-97.818056,17.889722,OAX,"Zapotitlán Palmas, Oax.",ZAPOX,0.0
-97.680278,17.267222,OAX,"Heroica Ciudad de Tlaxiaco, Oax.",TLXOX,0.0
-97.680278,18.188611,OAX,"Santiago Chazumba, Oax.",SNCOX,0.0
-97.023056,17.459167,OAX,"Santiago Camotlán, Oax.",CMTOX,0.0
-95.165,16.283056,OAX,"San Blas Atempa, Oax.",SBLOX,0.0
-99.463611,18.68,MOR,"Apacingo, Mor.",APAMR,0.0
-96.716667,17.072778,OAX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",PIAOX,0.0
-99.589722,17.157778,GRO,"El Puente, Gro. CFE*",ELPUENTECFE,0.0
-98.858333,18.891667,MOR,"Yecapixtla ETA 118, Mor.",YEEMR,0.0
-98.282222,17.846111,OAX,"San Juan Cieneguillas, Oax.",SJCOX,0.0
-96.721944,15.812222,OAX,"San Francisco Cozoaltepec, Oax.",COZOX,0.0
-95.869722,17.024722,OAX,"Huayapam, Oax.",HUYOX,0.0
-99.196667,18.651389,MOR,"Zacatepec, Mor.",ZCTMR,0.0
-95.2,16.183333,OAX,"Observatorio de Salina Cruz, Oax.",SCROX,0.0
-93.8975,16.241111,CHIS,"Observatorio de Arriaga, Chis.",AROCP,0.0
-100.668611,18.357778,GRO,"Ciudad Altamirano, Gro. CFE*",ALTAMIRANOCFE,0.0
-95.033333,16.433333,OAX,"Juchitán, Oax.",JUCOX,0.0
